codigo,nome,municipio,melhor_candidato,score,score_nome,score_endereco,margem,motivo
"50029932","ALFA CENTRO EDUCACIONAL","Porto Murtinho","","","","","","sem candidato nominal"
"50031805","CEINF - RAFAEL CORTADA CODORNIZ","Porto Murtinho","","","","","","sem candidato nominal"
"50031821","CENTRO MUNICIPAL DE EDUCACAO ESPECIAL LEANDRO ROLON ROMERO","Porto Murtinho","ESCOLA MUNICIPAL DE EDUCACAO INFANTIL","0.3905","0.5366","0.2222","0.3905","abaixo do limiar ou ambíguo"
"50032488","CAEE - LEANDRO ROLON ROMERO","Porto Murtinho","","","","","","sem candidato nominal"
"50034405","EM INDIGENA KOINUKUNOEN","Porto Murtinho","","","","","","sem candidato nominal"
"50039202","EM PROFª IZA MARIA GAUNA","Porto Murtinho","","","","","","sem candidato nominal"
"50011936","EE DR JOAO PONCE DE ARRUDA","Ribas do Rio Pardo","","","","","","sem candidato nominal"
"50011960","EM USINA DO MIMOSO - POLO","Ribas do Rio Pardo","ESCOLA USINA MIMOSO CENTAURO","0.5486","0.7143","0.4068","0.1193","abaixo do limiar ou ambíguo"
"50022024","ESCOLA MUNICIPAL SAO SEBASTIAO","Ribas do Rio Pardo","ESCOLA MUNICIPAL","0.5076","0.7","0.283","0.0119","abaixo do limiar ou ambíguo"
"50023560","CENTRO EDUCACIONAL ROSA MOSSO","Ribas do Rio Pardo","ESCOLA CENTRO SOCIAL","0.3623","0.4762","0.2581","0.3623","abaixo do limiar ou ambíguo"
"50026690","ESCOLA CLINICA ARCO-IRIS DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL - ASSOCIACAO PESTALOZZI","Ribas do Rio Pardo","ESCOLA DE ENSINO FUNDAMENTAL","0.3817","0.46","0.3711","0.017","abaixo do limiar ou ambíguo"
"50027603","ESCOLA MUNICIPAL IRACY DA SILVA ALMEIDA","Ribas do Rio Pardo","ESCOLA MUNICIPAL DE ENSINO FUNDAMENTA PR","0.4969","0.5075","0.701","0.0553","abaixo do limiar ou ambíguo"
"50031007","ESCOLA MUNICIPAL PROF MAREIDE MONTEIRO DE LIMA","Ribas do Rio Pardo","ESCOLA MUNICIPAL DE PRIMEIRO AO NONO ANO","0.4534","0.5833","0.3529","0.0455","abaixo do limiar ou ambíguo"
"50031643","EMEI IVONE ARAUJO BARROS ABES","Ribas do Rio Pardo","","","","","","sem candidato nominal"
"50033026","ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CRIANCEIRAS","Ribas do Rio Pardo","CEINF CRIANCEIRAS","0.6181","0.7273","0.6429","0.1963","abaixo do limiar ou ambíguo"
"50034898","ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SAO JOAO","Ribas do Rio Pardo","CRECHE SAO JOAO","0.5925","0.6667","0.6891","0.1602","abaixo do limiar ou ambíguo"
"50036220","ESCOLA MUNICIPAL DE EDUCACAO INFANTIL AQUARELA","Ribas do Rio Pardo","ESCOLA MUNICIPAL","0.5185","0.5185","0","0.005","abaixo do limiar ou ambíguo"
"50036289","ESCOLA DO SESI RIBAS DO RIO PARDO","Ribas do Rio Pardo","","","","","","sem candidato nominal"
"50036416","ESCOLA PADRAO - UNIDADE RIBAS DO RIO PARDO","Ribas do Rio Pardo","","","","","","sem candidato nominal"
"50019252","EE ETALIVIO PEREIRA MARTINS","Rio Brilhante","","","","","","sem candidato nominal"
"50019287","ESCOLA MUNICIPAL PREFEITO SIRIO BORGES","Rio Brilhante","ESCOLA SIRIO BORGES","0.6595","0.7143","0.8333","0.2311","abaixo do limiar ou ambíguo"
"50019295","EE PROFª LIGIA TEREZINHA MARTINS","Rio Brilhante","ESCOLA ESTADUAL PROFESSORA LIGIA TEREZIN","0.5937","0.7692","0.449","0.5937","abaixo do limiar ou ambíguo"
"50019309","ESCOLA MUNICIPAL SIDNEY COELHO NOGUEIRA","Rio Brilhante","ESCOLA MUNICIPAL OACIR VIDAL","0.4148","0.5517","0.2796","0.0336","abaixo do limiar ou ambíguo"
"50024337","ESCOLA FAMILIA AGRICOLA ROSALVO DA ROCHA RODRIGUES","Rio Brilhante","","","","","","sem candidato nominal"
"50026798","CENTRO EDUCACIONAL MUNICIPAL CRIANCA ESPERANCA IV","Rio Brilhante","ESCOLA CRIANCA ESPERANCA 5","0.7048","0.9867","0.3579","0.027","abaixo do limiar ou ambíguo"
"50030876","CENTRO DE EDUCACAO INFANTIL SONIA BORGES SILVEIRA","Rio Brilhante","CENTRO DE EDUCACAO INFANTIL ANA PERES S","0.5448","0.6757","0.4842","0.006","abaixo do limiar ou ambíguo"
"50031201","ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL SAO JUDAS","Rio Brilhante","CENTRO DE EDUCACAO INFANTIL ANA PERES S","0.4258","0.4667","0.525","0.083","abaixo do limiar ou ambíguo"
"50031538","CENTRO DE EDUCACAO INFANTIL ANA PERES DA SILVA DONA NITA","Rio Brilhante","CENTRO DE EDUCACAO INFANTIL ANA PERES S","0.6885","0.7949","0.7527","0.2031","abaixo do limiar ou ambíguo"
"50031759","CENTRO EDUCACIONAL MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL CRIANCA ESPERANCA VI","Rio Brilhante","CENTRO EDUCACIONAL MUNICIPAL CRIANCA E","0.5306","0.5893","0.6355","0.0767","abaixo do limiar ou ambíguo"
"50036343","ESCOLA DE EDUCACAO CATIVANTE - UNIDADE II","Rio Brilhante","","","","","","sem candidato nominal"
"50036505","CENTRO DE EDUCACAO INFANTIL MUNICIPAL ANTONIO SERGIO CAETANO - PROFESSOR CAETANO","Rio Brilhante","CENTRO DE EDUCACAO INFANTIL ANA PERES S","0.5474","0.5474","0","0.0319","abaixo do limiar ou ambíguo"
"50043404","CENTRO EDUCACIONAL MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL CRIANCA ESPERANCA V","Rio Brilhante","ESCOLA CRIANCA ESPERANCA 5","0.5701","0.6122","0.7327","0.0752","abaixo do limiar ou ambíguo"
"50044001","ESCOLA DE EDUCACAO CATIVANTE","Rio Brilhante","CENTRO DE EDUCACAO INFANTIL ANA PERES S","0.425","0.5","0.4423","0.0334","abaixo do limiar ou ambíguo"
"50059920","CENTRO DE EDUCACAO INFANTIL ELISA NANTES FLORES","Rio Brilhante","CENTRO DE EDUCACAO INFANTIL ANA PERES S","0.5854","0.75","0.4632","0.086","abaixo do limiar ou ambíguo"
"50024221","CENTRO DE ED ESP RIO NEGRO - APAE","Rio Negro","","","","","","sem candidato nominal"
"50004042","CEDERV - C DE EDUC ESPECIAL DE RIO VERDE","Rio Verde de Mato Grosso","","","","","","sem candidato nominal"
"50026623","CEI - MENINO JESUS","Rio Verde de Mato Grosso","","","","","","sem candidato nominal"
"50029304","CEI - PEQUENO PRINCIPE","Rio Verde de Mato Grosso","","","","","","sem candidato nominal"
"50030205","AGENCIA SENAI RIO VERDE DE MATO GROSSO LUIZ CLAUDIO SABEDOTTI FORNARI","Rio Verde de Mato Grosso","","","","","","sem candidato nominal"
"50031937","CEI VENANCIA GONCALVES FERREIRA","Rio Verde de Mato Grosso","","","","","","sem candidato nominal"
"50033751","CEI - HEITOR E HELOISA","Rio Verde de Mato Grosso","CENTRO DE EDUCACAO INFANTIL HEITOR E HELOISA","0.6445","0.75","0.6903","0.6445","abaixo do limiar ou ambíguo"
"50045814","CENTRO DE EDUCACAO INFANTIL PROINFANCIA PEQUENO APRENDIZ","Rochedo","","","","","","sem candidato nominal"
"50025015","EMEI ANTONIO ARCANJO DOS SANTOS JUNIOR","Santa Rita do Pardo","","","","","","sem candidato nominal"
"50025023","EM RAIMUNDO CANDIDO DE ARAUJO","Santa Rita do Pardo","","","","","","sem candidato nominal"
"50028260","ESCOLA ESPECIAL AGRIPINO COSTA LIMA","Santa Rita do Pardo","ESCOLA ESTADUAL JOSE FERREIRA LIMA","0.4164","0.5085","0.3889","0.4164","abaixo do limiar ou ambíguo"
"50029967","CEI - RUTH SOILLET DE OLIVEIRA LIMA","Santa Rita do Pardo","","","","","","sem candidato nominal"
"50036238","CENTRO EDUCACIONAL MAGNIFIC LTDA","Santa Rita do Pardo","","","","","","sem candidato nominal"
"50004336","ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS","São Gabriel do Oeste","","","","","","sem candidato nominal"
"50024663","CENTRO MUNICIPAL DE EDUCACAO INFANTIL MUNDO DA CRIANCA","São Gabriel do Oeste","CRECHE MUNDO DA CRIANCA","0.6551","0.7333","0.7711","0.2217","abaixo do limiar ou ambíguo"
"50024671","CENTRO MUNICIPAL DE EDUCACAO INFANTIL JARDIM GRAMADO","São Gabriel do Oeste","CMEI JARDIM GRAMADO","0.5854","0.75","0.4632","0.1899","abaixo do limiar ou ambíguo"
"50027638","EE PROFª CREUZA APARECIDA DELLA COLETA","São Gabriel do Oeste","ESCOLA ESTADUAL PROFESSORA CREUZA APAREC","0.6272","0.6818","0.7865","0.6272","abaixo do limiar ou ambíguo"
"50028707","ESCOLA JUNIOR","São Gabriel do Oeste","ESCOLA","0.4422","0.625","0.2105","0.012","abaixo do limiar ou ambíguo"
"50030540","CENTRO MUNICIPAL DE EDUCACAO INFANTIL PEQUENO CIDADAO","São Gabriel do Oeste","ESCOLA DE EDUCACAO INFANTIL","0.4945","0.5217","0.6579","0.1141","abaixo do limiar ou ambíguo"
"50031864","CENTRO MUNICIPAL DE EDUCACAO INFANTIL CRIANCA FELIZ","São Gabriel do Oeste","CMEI CRIANCA FELIZ","0.6615","0.7333","0.7957","0.2337","abaixo do limiar ou ambíguo"
"50034529","CENTRO DE EDUCACAO E RECREACAO INFANTIL FUTURO BRILHANTE","São Gabriel do Oeste","FUTURO BRILHANTE","0.5099","0.6222","0.4773","0.1048","abaixo do limiar ou ambíguo"
"50036521","LH EDUCACAO E RECREACAO INFANTIL LTDA","São Gabriel do Oeste","ESCOLA DE EDUCACAO INFANTIL","0.5556","0.5556","0","0.5556","abaixo do limiar ou ambíguo"
"50021656","CENTRO DE EDUCACAO ESPECIAL SETEQUEDENSE - CEES","Sete Quedas","","","","","","sem candidato nominal"
"50021672","ESCOLA IMACULADO CORACAO DE MARIA","Sete Quedas","","","","","","sem candidato nominal"
"50026526","CENTRO EDUCACIONAL INFANTIL MEUS FILHOS","Sete Quedas","CENTRO EDUCACIONAL INFANTIL PROFESSORA SOLIRIA","0.5522","0.6957","0.4651","0.5522","abaixo do limiar ou ambíguo"
"50030000","ESCOLA MUNICIPAL INACIO DE CASTRO","Sete Quedas","ESCOLA MUNICIPAL ELOI","0.4383","0.6087","0.2342","0.0286","abaixo do limiar ou ambíguo"
"50036114","COLEGIO EDUCARE LTDA","Sete Quedas","","","","","","sem candidato nominal"
"50022768","ESCOLA MUNICIPAL DO CAMPO PROFESSOR JOSE DODO DA ROCHA","Selvíria","ESCOLA MUNICIPAL JOAQUIM CAMARGO","0.4119","0.5294","0.3218","0.0143","abaixo do limiar ou ambíguo"
"50030752","CEI - SELVIRIA ALEXANDRE","Selvíria","","","","","","sem candidato nominal"
"50034774","CENTRO DE EDUCACAO INFANTIL IZABEL BARBOSA DOS SANTOS","Selvíria","CENTRO DE EDUCACAO INFANTIL","0.4806","0.6765","0.2353","0.4806","abaixo do limiar ou ambíguo"
"50009826","CENTRO DE EDUCACAO ESPECIAL DE SIDROLANDIA - APAE","Sidrolândia","CENTRO MUNICIPAL DE EDUCACAO INFANTIL","0.4007","0.5278","0.2826","0.0121","abaixo do limiar ou ambíguo"
"50009885","EM PORFIRIA LOPES DO NASCIMENTO","Sidrolândia","ESCOLA PORFIRIA","0.5061","0.4828","0.7952","0.5061","abaixo do limiar ou ambíguo"
"50009893","EM PROFª NATALIA MORAES DE OLIVEIRA","Sidrolândia","","","","","","sem candidato nominal"
"50026968","CMEI - JOAO LEMES DE SOUZA","Sidrolândia","EMI EXTENSAO AIDE DE SOUZA","0.4063","0.5","0.3704","0.0088","abaixo do limiar ou ambíguo"
"50030760","EE KOPENOTI DE EM PROF LUCIO DIAS","Sidrolândia","","","","","","sem candidato nominal"
"50031619","EM LEONIDA LA ROSA BALBUENA","Sidrolândia","","","","","","sem candidato nominal"
"50031627","CMEI - PROFESSORA TELMA FERREIRA RABERO","Sidrolândia","","","","","","sem candidato nominal"
"50032194","AGENCIA SENAI SIDROLANDIA","Sidrolândia","UNIGRAN EAD UNIDADE SIDROLANDIA","0.3791","0.4762","0.3226","0.0228","abaixo do limiar ou ambíguo"
"50032305","CAEE - SIDROLANDIA","Sidrolândia","UNIGRAN EAD UNIDADE SIDROLANDIA","0.458","0.5882","0.359","0.458","abaixo do limiar ou ambíguo"
"50035983","ESCOLA MUNICIPAL SANDRO LUIZ GONZALES","Sidrolândia","ESCOLA MUNICIPAL OLINDA BRITO DE SOUZA","0.5545","0.5625","0.7912","0.0313","abaixo do limiar ou ambíguo"
"50036297","EE INDIGENA FLAVIANA ALCANTARA FIGUEIREDO","Sidrolândia","","","","","","sem candidato nominal"
"50037803","CMEI - CANTINHO FELIZ","Sidrolândia","","","","","","sem candidato nominal"
"50060813","CMEI PROF MICHELLE MARIA CANEJO","Sidrolândia","","","","","","sem candidato nominal"
"50030086","CMEI - PROFª ELZA ALVES LEME","Sidrolândia","CMEI ELZA ALVES LEMES","0.6999","0.8276","0.7184","0.6999","abaixo do limiar ou ambíguo"
"50004620","EE COMANDANTE MAURICIO COUTINHO DUTRA","Sonora","","","","","","sem candidato nominal"
"50004638","ESCOLA MUNICIPAL FRANCESCO BATTISTA GIOBBI","Sonora","ESC MUN FRANCESCO BATTISTA GIOBBI","0.6159","0.88","0.2703","0.2362","abaixo do limiar ou ambíguo"
"50022652","EM LUIGI GAZZOLO","Sonora","","","","","","sem candidato nominal"
"50027670","CMEI - LORENZO GIOBBI","Sonora","","","","","","sem candidato nominal"
"50027778","CEDESO - C DE EDUC ESPECIAL DE SONORA","Sonora","","","","","","sem candidato nominal"
"50032496","AGENCIA SENAI SONORA","Sonora","","","","","","sem candidato nominal"
"50036262","CEMEI FRANCISCO GIOBBI","Sonora","ESC MUN FRANCESCO BATTISTA GIOBBI","0.5532","0.5532","0","0.5532","abaixo do limiar ou ambíguo"
"50044800","CMEI - LUCIANO SAMURIO DA SILVA","Sonora","CENTRO DE EDUCACAO LUCIANO SAMURIO","0.5836","0.8387","0.2444","0.5836","abaixo do limiar ou ambíguo"
"50021796","EE PROF CLETO DE MORAES COSTA","Tacuru","ESCOLA ESTADUAL PROFESSOR CLETO DE MORAI","0.6719","0.7692","0.75","0.6719","abaixo do limiar ou ambíguo"
"50026518","CEI - CENTRO EDUCACIONAL INFANTIL SORRISO DA CRIANCA","Tacuru","CENTRO EDUCACIONAL INFANTIL","0.6023","0.7164","0.608","0.6023","abaixo do limiar ou ambíguo"
"50029894","ESCOLA MUNICIPAL INDIGENA UBALDO ARANDU KWE - MI - POLO","Tacuru","ESCOLA MUNICIPAL UBALDO URENDU KWE MI","0.5921","0.75","0.4889","0.5921","abaixo do limiar ou ambíguo"
"50033050","ESCOLA MUNICIPAL TOMASIA DE VARGAS - POLO","Tacuru","ESCOLA TOMAZIA VARGA","0.5911","0.7826","0.4074","0.5911","abaixo do limiar ou ambíguo"
"50034260","ESCOLA DE EDUCACAO ESPECIAL NOVA ESPERANCA","Tacuru","","","","","","sem candidato nominal"
"50027131","ESCOLA DE EDUCACAO ESPECIAL NOVOS HORIZONTES","Taquarussu","APAE NOVOS HORIZONTES","0.6354","0.7","0.7748","0.6354","abaixo do limiar ou ambíguo"
"50010069","EM ASSENTAMENTO CAMPO VERDE","Terenos","ESCOLA MUNICIPAL CAMPO VERDE","0.5433","0.6667","0.5","0.5433","abaixo do limiar ou ambíguo"
"50010093","ESCOLA ESPECIAL RAIO DE LUZ - PESTALOZZI","Terenos","ASSOCIACAO PESTALOZI","0.4861","0.4762","0.7339","0.4861","abaixo do limiar ou ambíguo"
"50025635","CMEI - SANTA ANA","Terenos","","","","","","sem candidato nominal"
"50029533","EM ISABEL DE CAMPOS WIDAL RODRIGUES","Terenos","ESCOLA M ISABEL C W RODRIGUES","0.6098","0.7179","0.6333","0.6098","abaixo do limiar ou ambíguo"
"50031082","ESCOLA MUNICIPAL ROSA IDALINA BRAGA BARBOZA","Terenos","ESCOLA MUNICIPAL ALVARO LOPES","0.4325","0.5484","0.3559","0.0477","abaixo do limiar ou ambíguo"
"50032151","ESCOLA MUNICIPAL PROFª VILMA FATIMA DE ASSIS BARRETO","Terenos","ESCOLA MUNICIPAL VILMA DE FATIMA","0.5024","0.7143","0.2292","0.139","abaixo do limiar ou ambíguo"
"50032364","CAEE - TERENOS","Terenos","","","","","","sem candidato nominal"
"50012118","EE DOM AQUINO CORREA","Três Lagoas","ESCOLA DOM AQUINO","0.6459","0.7273","0.75","0.28","abaixo do limiar ou ambíguo"
"50012169","EE PROF JOAO MAGIANO PINTO","Três Lagoas","","","","","","sem candidato nominal"
"50012177","EE JOAO PONCE DE ARRUDA","Três Lagoas","ESCOLA ESADUAL JOAO PONCE","0.549","0.5517","0.7957","0.549","abaixo do limiar ou ambíguo"
"50012185","C E I DIOGENES DE LIMA","Três Lagoas","CENTRO DE EDUCACAO INFANTIL DIOGENES DE LIMA","0.6482","0.7333","0.7442","0.6482","abaixo do limiar ou ambíguo"
"50012207","EM FLAUSINA DE ASSUNCAO MARINHO","Três Lagoas","","","","","","sem candidato nominal"
"50012266","EM PRESIDENTE MEDICI","Três Lagoas","","","","","","sem candidato nominal"
"50012274","EM PROFª MARIA DE LOURDES LOPES","Três Lagoas","","","","","","sem candidato nominal"
"50012304","EM SENADOR FILINTO MULLER","Três Lagoas","","","","","","sem candidato nominal"
"50012320","ESCOLA DO SESI TRES LAGOAS","Três Lagoas","ESCOLA SESI","0.4683","0.6","0.3704","0.4683","abaixo do limiar ou ambíguo"
"50012479","CENTRO EDUCACIONAL DE TRES LAGOAS","Três Lagoas","CENTRO EDUCACIONAL PROF DONADONI","0.4437","0.5714","0.3441","0.0112","abaixo do limiar ou ambíguo"
"50012487","EXITUS SISTEMA DE ENSINO","Três Lagoas","SISTEMA FIEMS SESI","0.3696","0.5185","0.1852","0.3696","abaixo do limiar ou ambíguo"
"50023772","CEI - GUANABARA","Três Lagoas","","","","","","sem candidato nominal"
"50023780","EM GAL NELSON CUSTODIO DE OLIVEIRA","Três Lagoas","GENERAL NELSOM CUSTODIO DE OLIVEIRA","0.6462","0.8077","0.5593","0.6462","abaixo do limiar ou ambíguo"
"50023799","CEI - DONA DIVA GARCIA DE SOUZA","Três Lagoas","","","","","","sem candidato nominal"
"50023802","CEI - PROFESSORA ELIZIA OLIVEIRA DOS SANTOS","Três Lagoas","","","","","","sem candidato nominal"
"50023810","CEI - NILZA TEBET THOME","Três Lagoas","CENTRO DE EDUCACAO INFANTIL NILZA TEBET","0.4687","0.5806","0.4182","0.4687","abaixo do limiar ou ambíguo"
"50024701","COLEGIO HERMESINDO ALONSO GONZALEZ","Três Lagoas","","","","","","sem candidato nominal"
"50024787","CEI - OLGA SALATI MARCONDES","Três Lagoas","","","","","","sem candidato nominal"
"50027425","CEI - JACI CAMBUI FERREIRA","Três Lagoas","ESCOLA ESTADUAL JOZE FERREIRA","0.3544","0.5","0.1707","0.3544","abaixo do limiar ou ambíguo"
"50028251","SESC TRES LAGOAS","Três Lagoas","ESCOLA SESI","0.4088","0.5455","0.2716","0.4088","abaixo do limiar ou ambíguo"
"50029312","UNITRES","Três Lagoas","","","","","","sem candidato nominal"
"50030280","CENTRO DE EDUCACAO PROFISSIONAL - SENAC TRES LAGOAS","Três Lagoas","CENTRO EDUCACIONAL PROF DONADONI","0.3931","0.5143","0.2857","0.0161","abaixo do limiar ou ambíguo"
"50030337","FACULDADE DE TECNOLOGIA SENAI TRES LAGOAS JOSE PAULO RIMOLI","Três Lagoas","","","","","","sem candidato nominal"
"50030612","CEI -PROFESSORA MARONITA PEREIRA DOS SANTOS","Três Lagoas","CEI PROF MARIA APARECIDA DO NASCIMENTO CASTRO","0.3549","0.5","0.1728","0.0302","abaixo do limiar ou ambíguo"
"50030965","CEI - NOVO ALVORADA","Três Lagoas","CENTRO DE EDUCACAO INFANTIL NOVO ALVORAD","0.5865","0.6897","0.6111","0.5865","abaixo do limiar ou ambíguo"
"50031350","ESCOLA MUNICIPAL PROF ELSON LOT RIGO","Três Lagoas","ESCOLA MUNICIPAL","0.4561","0.6364","0.2366","0.0077","abaixo do limiar ou ambíguo"
"50031490","CEI - PROF NEIFE DE SOUZA LIMA","Três Lagoas","","","","","","sem candidato nominal"
"50031775","COLEGIO HY","Três Lagoas","COLEGIO MACKENZIE","0.366","0.5217","0.1636","0.366","abaixo do limiar ou ambíguo"
"50032046","ESCOLA PREMIER","Três Lagoas","ESCOLA","0.4297","0.5882","0.25","0.0194","abaixo do limiar ou ambíguo"
"50032089","EE LUIZ LOPES DE CARVALHO","Três Lagoas","ESCOLA PROF LUIZ LOPES","0.571","0.5714","0.8333","0.571","abaixo do limiar ou ambíguo"
"50032950","ANGLO TRES LAGOAS","Três Lagoas","","","","","","sem candidato nominal"
"50033832","CENTRO DE EDUCACAO INFANTIL PROFª ANDREA MARTINEZ TABANEZ","Três Lagoas","CEI PROFESSORA ANDREA MARTINEZ TABANEZ","0.6824","0.8571","0.5806","0.1685","abaixo do limiar ou ambíguo"
"50034758","CENTRO DE EDUCACAO INFANTIL NOVO OESTE II","Três Lagoas","CENTRO DE EDUCACAO INFANTIL CEI","0.6082","0.8","0.4314","0.0249","abaixo do limiar ou ambíguo"
"50034766","ESCOLA MUNICIPAL PROFESSORA ELAINE DE SA COSTA","Três Lagoas","ESCOLA MUNICIPAL","0.455","0.5957","0.3294","0.0171","abaixo do limiar ou ambíguo"
"50034782","CENTRO EDUCACIONAL SELETO LTDA","Três Lagoas","DAMASIO EDUCACIONAL","0.4373","0.5581","0.3509","0.0037","abaixo do limiar ou ambíguo"
"50034847","COLEGIO MIEZA","Três Lagoas","COLEGIO MACKENZIE","0.525","0.6154","0.5517","0.525","abaixo do limiar ou ambíguo"
"50035398","COLEGIO BILINGUE MB DE TRES LAGOAS - MAPLE BEAR TRES LAGOAS","Três Lagoas","","","","","","sem candidato nominal"
"50035479","INSTITUTO EDUCACIONAL PISTORI","Três Lagoas","BECARIO PISTORI","0.44","0.5","0.5","0.0535","abaixo do limiar ou ambíguo"
"50035622","CEI - PROF EDNEIA BORGES","Três Lagoas","","","","","","sem candidato nominal"
"50035630","CEI - JARDIM DAS ACACIAS","Três Lagoas","","","","","","sem candidato nominal"
"50036211","INSTITUTO PRESBITERIANO SIAO","Três Lagoas","INSTITUTO JOAO VITAR","0.4762","0.4762","0","0.4762","abaixo do limiar ou ambíguo"
"50036360","CMEI - MAIS PARQUE","Três Lagoas","ESCOLA MUNICIPAL JOAQUIM MARQUES","0.4545","0.4545","0","0.4545","abaixo do limiar ou ambíguo"
"50038800","EMEC - ANTONIO CAMARGO GARCIA","Três Lagoas","ESCOLA MUNICIPAL ANTONIO GARCIA","0.5382","0.6857","0.4348","0.5382","abaixo do limiar ou ambíguo"
"50040200","COLEGIO SALESIANO DOM BOSCO DE TRES LAGOAS","Três Lagoas","ESCOLA REGULAR SALESIANO","0.5627","0.5357","0.8868","0.5627","abaixo do limiar ou ambíguo"
"50063812","CENTRO DE ENSINO E TECNOLOGIA APLICADA - CETEA","Três Lagoas","","","","","","sem candidato nominal"
"50072919","EMTI PROFª MARLENE NORONHA GONCALVES","Três Lagoas","","","","","","sem candidato nominal"
"50082868","IFMS - CAMPUS TRES LAGOAS","Três Lagoas","","","","","","sem candidato nominal"
"50035258","EM DE EDUCACAO NO CAMPO ARAPUA","Três Lagoas","","","","","","sem candidato nominal"
"50019406","ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL ANTONIA ALVES FEITOSA","Vicentina","ESCOLA ANTONIA ALVES FEITOSA","0.5832","0.6545","0.6824","0.2053","abaixo do limiar ou ambíguo"
"50019414","ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL JOSE DO PATROCINIO - POLO E EXTENSAO","Vicentina","","","","","","sem candidato nominal"
"50028987","COLEGIO NOVA DIMENSAO SS LTDA","Campo Grande","NOVA DIMENSAO","0.7092","0.7857","0.8539","0.1007","colisão de candidato CNEFE"
"50023080","EMEI SAO JOSE","Campo Grande","ESCOLA SAO JOSE","0.6904","1","0.2708","0.0928","colisão de candidato CNEFE"
"50035509","COLEGIO STATUS - UNIDADE 3","Campo Grande","COLEGIO STATUS","0.6784","1","0.2245","0.2363","colisão de candidato CNEFE"
"50035959","ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL NOVO FUTURO LTDA","Campo Grande","ESCOLA DE EDUCACAO INFANTIL E FUNDAMENTA","0.6459","0.9609","0.1928","0.1307","colisão de candidato CNEFE"
"50032143","ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL MIL CONTOS","Campo Grande","ESCOLA DE EDUCACAO INFANTIL E FUNDAMENTA","0.6393","0.9682","0.15","0.0855","colisão de candidato CNEFE"
"50026631","COLEGIO SAO FRANCISCO EIEFM","Campo Grande","","","","","","ponte INEP 2022 rejeitada por colisão de endereço CNEFE"
"50032143","ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL MIL CONTOS","Campo Grande","","","","","","ponte INEP 2022 rejeitada por colisão de endereço CNEFE"
