codigo,nome,municipio,melhor_candidato,score,score_nome,score_endereco,margem,motivo
"50011782","EMEI RENATO RIVEIRA","Água Clara","","","","","","sem candidato nominal"
"50011790","EM ISOLINO CANDIDO DIAS - POLO","Água Clara","","","","","","sem candidato nominal"
"50026941","EMEI - IRMA OLGA SALIM DAULIB","Água Clara","","","","","","sem candidato nominal"
"50027697","CENTRO DE EDUCACAO ESPECIAL GENTE FELIZ","Água Clara","CENTRO EDUCACIONAL CAMILO QUEIROZ","0.4042","0.4516","0.4779","0.4042","abaixo do limiar ou ambíguo"
"50034081","CENTRO DE EDUCACAO INFANTIL DANIELA DE ARAUJO FELICIO","Água Clara","","","","","","sem candidato nominal"
"50034421","INSTITUTO EDUCACIONAL CECILIA MEIRELES","Água Clara","INST EDUC CECILIA MEIRELES","0.6442","0.7556","0.6761","0.1978","abaixo do limiar ou ambíguo"
"50035223","EMEC EVA DE FREITAS MATHIAS","Água Clara","ESCOLA MUNICIPAL DO CAMPI EVA FREITAS NATHIAS","0.541","0.6829","0.4522","0.541","abaixo do limiar ou ambíguo"
"50035908","CENTRO EDUCACIONAL MARIA SOCORRO DA SILVA FAUSTINO","Água Clara","CENTRO EDUCACIONAL CAMILO QUEIROZ","0.4642","0.5","0.5932","0.4642","abaixo do limiar ou ambíguo"
"50029690","CENTRO DE EDUCACAO ESPECIAL DE ALCINOPOLIS - CEDEAL","Alcinópolis","","","","","","sem candidato nominal"
"50015109","ESCOLA ESPECIAL RENASCER","Amambai","","","","","","sem candidato nominal"
"50025074","EM PROFª MARIA BATAGLIN MACHADO","Amambai","","","","","","sem candidato nominal"
"50027085","CEI - DEBORAH ALMEIDA BARROS QUINZANI","Amambai","","","","","","sem candidato nominal"
"50029010","EM POLO INDIGENA MBO ERENDA TUPA I NANDEVA","Amambai","ESCOLA MUNICIPAL POLO INDIGENA MB ERENDA TUPA NANDEVA","0.6754","0.9189","0.4065","0.2272","abaixo do limiar ou ambíguo"
"50029029","ESCOLA MUNICIPAL MARLENE VILARINHO DE ALBUQUERQUE","Amambai","EM MARLENE VILARINHO","0.6569","0.7317","0.7816","0.2315","abaixo do limiar ou ambíguo"
"50029037","EM MITA RORY","Amambai","","","","","","sem candidato nominal"
"50029843","ESCOLA MUNICIPAL AYRTON SENNA DA SILVA","Amambai","ESCOLA AYRTON SENNA","0.6317","0.8","0.5217","0.1015","abaixo do limiar ou ambíguo"
"50030370","EE INDIGENA MBO EROY GUARANI KAIOWA","Amambai","ESCOLA MUNICIPAL POLO INDIGENA MBOEROY GUARANI KAIOWA","0.705","1","0.4615","0.1318","conflito de dependência administrativa"
"50036017","ESCOLA MUNICIPAL NOVO HORIZONTE","Amambai","ESCOLA MUNICIPAL","0.4937","0.6829","0.2703","0.0205","abaixo do limiar ou ambíguo"
"50036122","CEI ROSA MARIA OSORSKI","Amambai","","","","","","sem candidato nominal"
"50066811","CEI - PEQUENO APRENDIZ","Amambai","","","","","","sem candidato nominal"
"50001078","ESCOLA MUNICIPAL CIVICO-MILITAR TEODORO RONDON","Anastácio","ESCOLA ESTADUAL TEODORO RONDON","0.777","1","0.7385","0.3564","conflito de dependência administrativa"
"50001094","EE DEP CARLOS SOUZA MEDEIROS","Anastácio","","","","","","sem candidato nominal"
"50001108","EE ROBERTO SCAFF","Anastácio","","","","","","sem candidato nominal"
"50001116","EE CIVICO MILITAR MARIA CORREA DIAS","Anastácio","","","","","","sem candidato nominal"
"50001361","ESCOLA- POLO MUNICIPAL RURAL NOVO PROGRESSO","Anastácio","ESCOLA POLO MUNICIPAL ARACY MOREIRA DOS","0.4418","0.5797","0.3168","0.046","abaixo do limiar ou ambíguo"
"50001469","ESCOLA -POLO MUNICIPAL RURAL SAO MANOEL","Anastácio","ESCOLA POLO MUNICIPAL ARACY MOREIRA DOS","0.4549","0.5846","0.3556","0.0374","abaixo do limiar ou ambíguo"
"50001515","INSTITUTO EDUCACIONAL DE ANASTACIO","Anastácio","ESCOLA EDUCACIONAL ANASTACIO","0.556","0.6545","0.5778","0.556","abaixo do limiar ou ambíguo"
"50024078","ESCOLA MUNICIPAL JOSEFA MARIA DA CONCEICAO - DONA ZEFA","Anastácio","ESCOLA MUNICIPAL JARDIM INDEPENDENCIA","0.396","0.4675","0.4082","0.0199","abaixo do limiar ou ambíguo"
"50028316","CENTRO DE EDUCACAO INFANTIL JARDIM INDEPENDENCIA","Anastácio","ESCOLA MUNICIPAL JARDIM INDEPENDENCIA","0.6487","0.8182","0.5439","0.1409","abaixo do limiar ou ambíguo"
"50052802","CAOECS- CENTRO DE APOIO E ORIENTACAO ESPECIALIZADO CAMINHOS DO SABER- APAE ANASTACIO","Anastácio","","","","","","sem candidato nominal"
"50072951","CEI PROFª EDNAI PAIM AGUILLERA","Anastácio","","","","","","sem candidato nominal"
"50012800","EMR LUCIANO DA COSTA LIMA","Anaurilândia","","","","","","sem candidato nominal"
"50024639","ESCOLA DE EDUC ESP CAMINHO DA ESPERANCA","Anaurilândia","","","","","","sem candidato nominal"
"50026267","ESCOLA MUNICIPAL DO ENSINO FUNDAMENTAL PROFESSOR PAULO NEY","Anaurilândia","ESCOLA MUNICIPAL PROFESSOR PAULO NEY","0.6338","0.75","0.6494","0.2497","abaixo do limiar ou ambíguo"
"50027000","EMEI RISQUE E RABISQUE-POLO","Anaurilândia","E MUN DE ED INFANTIL RISQUE E RABISQUE","0.5847","0.6667","0.6591","0.5847","abaixo do limiar ou ambíguo"
"50032380","CAEE - CAMINHO DA ESPERANCA","Anaurilândia","","","","","","sem candidato nominal"
"50019473","EE SEN FILINTO MULLER","Angélica","","","","","","sem candidato nominal"
"50019511","EMEIEF NAPOLEAO BATISTA ALBUQUERQUE","Angélica","ESCOLA NAPOLEAO BATISTA","0.6599","0.7179","0.8261","0.6599","abaixo do limiar ou ambíguo"
"50029002","CEI - TEMPO FELIZ","Angélica","CEI NOVO TEMPO","0.418","0.5217","0.3636","0.418","abaixo do limiar ou ambíguo"
"50033034","EMEIEF MAURO FASCINCANI","Angélica","","","","","","sem candidato nominal"
"50034332","CENTRO DE EDUCACAO INFANTIL CANTINHO DO CEU","Angélica","","","","","","sem candidato nominal"
"50019520","EE LUIS VAZ DE CAMOES","Angélica","ESCOLA ESTADUAL LUIZ VAZ DE CAMOES","0.5759","0.8333","0.2278","0.5759","abaixo do limiar ou ambíguo"
"50023993","CENTRO DE EDUCACAO ESPECIAL VALQUIRIA ARRUDA DA SILVA","Angélica","","","","","","sem candidato nominal"
"50015311","ESCOLA MUNICIPAL MAIKA SANABRIA PINHEIRO","Antônio João","","","","","","sem candidato nominal"
"50026445","CENTRO DE EDUCACAO INFANTIL MUNDO ENCANTADO","Antônio João","CEI MUNDO ENCANTADO","0.6673","0.7647","0.7429","0.2865","abaixo do limiar ou ambíguo"
"50026453","CENTRO DE EDUCACAO INFANTIL DONA LILI","Antônio João","CEI DONA LILI","0.6076","0.6667","0.747","0.1951","abaixo do limiar ou ambíguo"
"50030914","CENTRO DE EDUCACAO ESPECIAL SEMENTE DE LUZ - APAE","Antônio João","","","","","","sem candidato nominal"
"50035401","CENTRO DE EDUCACAO INFANTIL PROFESSORA LUCILA DE ALMEIDA","Antônio João","EDUCACAO INFANTIL ALINE ESPINDOLA MARQUES","0.4952","0.4615","0.8039","0.0041","abaixo do limiar ou ambíguo"
"50024655","ESCOLA MUNICIPAL MBO EROY TUPA I ARANDU RENOI","Antônio João","ESCOLA MBOEROY TUPAI ARANDU RENOI","0.7297","0.9302","0.5882","0","abaixo do limiar ou ambíguo"
"50011006","CENTRO EDUC DE APARECIDA DO TABOADO - APAE","Aparecida do Taboado","","","","","","sem candidato nominal"
"50011014","CENTRO MUNICIPAL DE EDUCACAO INFANTIL - CMEI ADELICE BERNARDES DE MELO","Aparecida do Taboado","CRECHE E PRE ESCOLA ADELICE BERNARDES","0.6379","0.7143","0.75","0.6379","abaixo do limiar ou ambíguo"
"50026992","ESCOLA MUNICIPAL PROFESSOR JESUS JOSE DE SOUZA","Aparecida do Taboado","ESCOLA MUNICIPAL DE 1 GRAU PROFESSOR JES","0.5729","0.6774","0.5882","0.1197","abaixo do limiar ou ambíguo"
"50027689","ESCOLA RECANTO","Aparecida do Taboado","ESCOLA RECANTO OBJETIVO","0.66","0.75","0.75","0.2609","abaixo do limiar ou ambíguo"
"50031678","CMEI - PROFESSORA ROSALIA QUEIROZ DE OLIVEIRA","Aparecida do Taboado","","","","","","sem candidato nominal"
"50032690","CENTRO INTEGRADO SESI - SENAI APARECIDA DO TABOADO","Aparecida do Taboado","","","","","","sem candidato nominal"
"50032941","ESCOLA DO SESI APARECIDA DO TABOADO","Aparecida do Taboado","","","","","","sem candidato nominal"
"50034588","CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO DE APARECIDA DO TABOADO - MS","Aparecida do Taboado","","","","","","sem candidato nominal"
"50001582","ESCOLA MUNICIPAL CORONEL ANTONIO TRINDADE","Aquidauana","ESCOLA MUNICIPAL DE 1GRAU ANTONIO SANTOS","0.4704","0.6364","0.2917","0.0139","abaixo do limiar ou ambíguo"
"50001663","EE CEL JOSE ALVES RIBEIRO","Aquidauana","","","","","","sem candidato nominal"
"50001671","EE PROFª MARLY RUSSO RODRIGUES","Aquidauana","ESCOLA MARLI RUSSO RODRIGUES","0.6078","0.8","0.4301","0.6078","abaixo do limiar ou ambíguo"
"50001698","EE PROFª DORIS MENDES TRINDADE","Aquidauana","","","","","","sem candidato nominal"
"50001752","CENTRO DE EDUCACAO PROFISSIONAL DE AQUIDAUANA GERALDO AFONSO GARCIA FERREIRA","Aquidauana","CENTRO DE EDUCACAO PROF IRENE CICALISE","0.4227","0.5102","0.4091","0.4227","abaixo do limiar ou ambíguo"
"50001850","INSTITUTO EDUCACIONAL FALCAO","Aquidauana","","","","","","sem candidato nominal"
"50021990","EE MAL DEODORO DA FONSECA","Aquidauana","","","","","","sem candidato nominal"
"50026844","ESCOLA MUNICIPAL POLO PANTANEIRA","Aquidauana","ESCOLA MUNICIPAL DE 1GRAU ANTONIO SANTOS","0.4567","0.5806","0.3721","0.0221","abaixo do limiar ou ambíguo"
"50027719","CMEI BEZERRA DE MENEZES","Aquidauana","","","","","","sem candidato nominal"
"50031066","CENTRO MUNICIPAL EM ALFABETIZACAO ROTARY CLUB","Aquidauana","ESCOLA ESTADUAL ROTARY CLUB","0.5764","0.6667","0.7619","0.062","conflito de dependência administrativa"
"50031074","CMEI MARISA NOGUEIRA ROSA SCAFF","Aquidauana","","","","","","sem candidato nominal"
"50031236","CMEI - DONA MAFALDA","Aquidauana","","","","","","sem candidato nominal"
"50031252","CMEI - POLO VALDIR CATHCART FERREIRA","Aquidauana","","","","","","sem candidato nominal"
"50032321","CAEE - MARISA SCAFF","Aquidauana","","","","","","sem candidato nominal"
"50034359","CMEI - VEREADOR ADEMIR BRITES","Aquidauana","","","","","","sem candidato nominal"
"50082817","IFMS - CAMPUS AQUIDAUANA","Aquidauana","","","","","","sem candidato nominal"
"50002015","EM FRANKLIN CASSIANO","Aquidauana","ESOLA MUNICIPAL FRANKLIN CASSIANO","0.7001","0.8571","0.6486","0.7001","abaixo do limiar ou ambíguo"
"50002031","EM ANTONIO SANTOS RIBEIRO","Aquidauana","ESCOLA MUNICIPAL DE 1GRAU ANTONIO SANTOS","0.551","0.6667","0.5294","0.1852","abaixo do limiar ou ambíguo"
"50030400","EE INDIGENA DE EM PROF DOMINGOS VERISSIMO MARCOS - MIHIN","Aquidauana","ESCOLA ESTADUAL INDIGENA DE ENSINO MEDIO PROFESSOR DOMINGOS VERISSIMO MARCOS MIHIM","0.6513","0.8955","0.3696","0.6513","abaixo do limiar ou ambíguo"
"50029789","ESCOLA POLO MUNICIPAL INDIGENA ARANDU RENDA GUARANI KAIOWA E SALA DE EXTENSAO CHE RU APYCA RENDY","Aral Moreira","","","","","","sem candidato nominal"
"50029797","ESCOLA MUNICIPAL MARIA DE LOURDES FRAGELLI","Aral Moreira","ESCOLA MUNICIPAL","0.4594","0.56","0.4314","0.045","abaixo do limiar ou ambíguo"
"50032062","CENTRO DE EDUCACAO INFANTIL GERALDO ANTONIO LOPES","Aral Moreira","CENTRO DE EDUCACAO INFANTIL","0.5674","0.7077","0.4946","0.5674","abaixo do limiar ou ambíguo"
"50036041","CENTRO MUNICIPAL MULTIPROFISSIONAL DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO ELIZETE CHECHETTO FABRIS","Aral Moreira","","","","","","sem candidato nominal"
"50082914","CENTRO DE ATENDIMENTO ESPECIAL LUZ E VIDA - APAE","Aral Moreira","","","","","","sem candidato nominal"
"50004719","EE JOAO RIBEIRO GUIMARAES","Bandeirantes","","","","","","sem candidato nominal"
"50004735","EM CUSTODIO FERREIRA GONCALVES POLO","Bandeirantes","","","","","","sem candidato nominal"
"50023730","CEEB - CENTRO DE EDUCACAO ESPECIAL BANDEIRANTES HERICLEIA PEREIRA DE SOUZA","Bandeirantes","","","","","","sem candidato nominal"
"50059858","CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROF RAILSON FERREIRA DOS SANTOS-POLO","Bandeirantes","","","","","","sem candidato nominal"
"50013017","CENTRO EDUCACIONAL JUVENTUDE DO AMANHA","Bataguassu","CENTRO EDUCATIVO JUVENTUDE DO AMANHA","0.6376","0.8125","0.5149","0.2659","abaixo do limiar ou ambíguo"
"50013025","EE MANOEL DA COSTA LIMA","Bataguassu","","","","","","sem candidato nominal"
"50013050","EE PROF BRAZ SINIGAGLIA","Bataguassu","ESCOLA ESTADUAL PROF BRAZ","0.5104","0.6667","0.3733","0.5104","abaixo do limiar ou ambíguo"
"50013068","ESCOLA MUNICIPAL MARECHAL RONDON POLO E EXTENSAO","Bataguassu","ESCOLA MUNICIPAL MARECHAL RONDON","0.6885","0.7797","0.789","0.1653","abaixo do limiar ou ambíguo"
"50021931","ESCOLA DE EDUCACAO ESPECIAL PROF JOSE DOMINGOS CHIONHA","Bataguassu","ESCOLA MUNICIPAL PEDRO DOMINGUES","0.369","0.4595","0.3235","0.369","abaixo do limiar ou ambíguo"
"50025449","CEI - CASA DA VOVO DIVA","Bataguassu","CENTRO DE EDUCACAO INFANTIL CASA VOVO DIVA","0.5625","0.75","0.375","0.5625","abaixo do limiar ou ambíguo"
"50029983","ESCOLA MUNICIPAL - DO CAMPO PROF MARIA DA CONCEICAO","Bataguassu","ESCOLA MUNICIPAL MARECHAL RONDON","0.4438","0.5625","0.3656","0.0148","abaixo do limiar ou ambíguo"
"50031597","CENTRO DE EDUCACAO INFANTIL PREFEITO ENIO MARTINS","Bataguassu","CENTRO DE EDUCACAO INFANTIL","0.5097","0.7077","0.2727","0.0657","abaixo do limiar ou ambíguo"
"50032038","IIEB - INST IDEAL DE ENSINO DE BATAGUASSU","Bataguassu","CENTRO CULTURAL DE BATAGUASSU","0.4421","0.5641","0.3551","0.4421","abaixo do limiar ou ambíguo"
"50056808","CEI - IRMA PURA PAGANI","Bataguassu","","","","","","sem candidato nominal"
"50024876","ESCOLA MUNICIPAL PROFESSOR PEDRO DOMINGUES DE FIGUEIREDO","Bataguassu","ESCOLA MUNICIPAL PEDRO DOMINGUES","0.5978","0.7778","0.4444","0.2263","abaixo do limiar ou ambíguo"
"50025503","CENTRO DE EDUCACAO INFANTIL PROFESSORA ANA MARIA BERRO","Bataguassu","CENTRO DE EDUCACAO INFANTIL","0.6394","0.7302","0.7179","0.1543","abaixo do limiar ou ambíguo"
"50013181","EE BRAZ SINIGAGLIA","Batayporã","","","","","","sem candidato nominal"
"50029720","ESCOLA DE EDUCACAO ESPECIAL LUZ DO AMANHA","Batayporã","","","","","","sem candidato nominal"
"50034995","ESCOLA MUNICIPAL SHIOZO TAKAHASHI","Batayporã","ESCOLA MUNICIPAL ANIZIO TEIXEIRA DA SILV","0.4141","0.5397","0.3059","0.4141","abaixo do limiar ou ambíguo"
"50013831","COLEGIO CEFRON","Bela Vista","","","","","","sem candidato nominal"
"50013980","E M PROFESSORA CLOTILDE G DE CASTRO PINTO","Bela Vista","","","","","","sem candidato nominal"
"50014048","EE PROFª VERA GUIMARAES LOUREIRO","Bela Vista","","","","","","sem candidato nominal"
"50014056","INSTITUTO DE EDUCACAO DE BELA VISTA","Bela Vista","","","","","","sem candidato nominal"
"50014064","ESCOLA MUNICIPAL PEDRO AJALA","Bela Vista","ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL P","0.534","0.5517","0.7381","0.016","abaixo do limiar ou ambíguo"
"50021877","CENTRO DE EDUCACAO ESPECIAL RIO APA","Bela Vista","","","","","","sem candidato nominal"
"50024213","ESCOLA MUNICIPAL INDIGENA PIRACUA","Bela Vista","ESCOLA MUNICIPAL VERAS","0.4967","0.625","0.42","0.0057","abaixo do limiar ou ambíguo"
"50029525","COLEGIO CEFRON","Bela Vista","","","","","","sem candidato nominal"
"50030299","COLEGIO LOUREIRO","Bela Vista","","","","","","sem candidato nominal"
"50033760","CEIM IRMA ANGELINA","Bela Vista","","","","","","sem candidato nominal"
"50033778","CEIM PREFEITO WALTER ESCOBAR NUNES","Bela Vista","","","","","","sem candidato nominal"
"50033794","CEIM PROFESSORA ZULMIRA OSSUNA","Bela Vista","CEIM ZUMIRA OSSUNA","0.6321","0.7429","0.6598","0.6321","abaixo do limiar ou ambíguo"
"50035541","ESCOLA MUNICIPAL TUPI DE ALMEIDA MELLO","Bela Vista","ESCOLA MUN TUPI DE ALMEIDA MELO","0.705","0.875","0.625","0.2487","abaixo do limiar ou ambíguo"
"50026283","CEI - MARIA MADALENA FARIAS PINA","Bodoquena","","","","","","sem candidato nominal"
"50026879","EM JOAO BATISTA PACHECO","Bodoquena","ESCOLA PACHECO","0.5513","0.5217","0.8764","0.5513","abaixo do limiar ou ambíguo"
"50027387","CEI - BODOQUENA","Bodoquena","","","","","","sem candidato nominal"
"50033980","CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO DE BODOQUENA-CAEEB","Bodoquena","","","","","","sem candidato nominal"
"50034391","CENTRO DE EDUCACAO INFANTIL GILDETE AUSENI GOMES","Bodoquena","","","","","","sem candidato nominal"
"50014196","EE LUIZ DA COSTA FALCAO","Bonito","ESCOLA MUNICIPAL LUIZ DA COSTA FALCAO","0.7831","1","0.7619","0.7831","conflito de dependência administrativa"
"50014226","EM JOAO ALVES DA NOBREGA","Bonito","ESCOLA MUNICIPAL JOAO ALVES","0.5896","0.6957","0.6087","0.5896","abaixo do limiar ou ambíguo"
"50014234","ESCOLA MUNICIPAL JOAO ALVES DE ARRUDA","Bonito","ESCOLA MUNICIPAL JOAO ALVES","0.6237","0.8519","0.3673","0.0878","abaixo do limiar ou ambíguo"
"50014242","EM MANOEL INACIO DE FARIAS","Bonito","ESCOLA MUNICIPALMANOEL INACIO DE FARIAS","0.6289","0.7907","0.5333","0.6289","abaixo do limiar ou ambíguo"
"50014285","EPEPG SAGRADA FAMILIA","Bonito","ESCOLA SAGRADA FAMILIA","0.6582","0.8387","0.5316","0.6582","abaixo do limiar ou ambíguo"
"50014340","ESC ESP CAMINHO DA ESPERANCA - PESTALOZZI","Bonito","","","","","","sem candidato nominal"
"50027018","ESCOLA MUNICIPAL PROFESSORA IZAURA PINTO GUIMARAES","Bonito","ESCOLA MUN IZAURA PINTO MAGALHAES","0.6152","0.697","0.7042","0.1582","abaixo do limiar ou ambíguo"
"50027565","CEI - VERA LUCIA GHIZZI FIGUEIREDO","Bonito","","","","","","sem candidato nominal"
"50028103","CEI - HERMINIA TEIXEIRA SIQUEIRA","Bonito","","","","","","sem candidato nominal"
"50028839","COLEGIO HONORATO JACQUES","Bonito","ESCOLA EMR OZORIO JACQUES","0.4384","0.5517","0.3704","0.4384","abaixo do limiar ou ambíguo"
"50030302","RENOVO INSTITUTO EDUCACIONAL","Bonito","","","","","","sem candidato nominal"
"50033093","CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO TECENDO SONHOS","Bonito","","","","","","sem candidato nominal"
"50034294","ESCOLA INFANTIL NOVA GERACAO","Bonito","EDUCACAO INFANTIL","0.4417","0.56","0.3636","0.4417","abaixo do limiar ou ambíguo"
"50035606","CEI - IZALTINA VIEIRA COELHO","Bonito","","","","","","sem candidato nominal"
"50036440","ESCOLA BRACHA","Bonito","","","","","","sem candidato nominal"
"50036599","ESCOLA DE EDUCACAO INFANTIL TURMA DA MONICA","Bonito","EDUCACAO INFANTIL","0.5882","0.5882","0","0.5882","abaixo do limiar ou ambíguo"
"50027573","ESCOLA MUNICIPAL RURAL PROFESSOR FRANCISCO ANISIO CORREA FERREIRA","Bonito","ESCOLA MUNICIPAL FRANCISCO ANISIO","0.602","0.6914","0.6667","0.602","abaixo do limiar ou ambíguo"
"50011871","ESCOLA MUNICIPAL PAULO SIMOES BRAGA","Brasilândia","ESCOLA ESTADUAL PAULO SIMOES BRAGA","0.6608","1","0.2917","0.1827","conflito de dependência administrativa"
"50011880","ESCOLA MUNICIPAL ANTONIO HENRIQUE FILHO","Brasilândia","ESCOLA MUNICIPAL","0.5579","0.5833","0.7547","0.1142","abaixo do limiar ou ambíguo"
"50025031","ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS FLORECER","Brasilândia","","","","","","sem candidato nominal"
"50028901","CENTRO EDUCACIONAL INFANTIL PROFESSORA CARMELITA BARBOSA CAITANO","Brasilândia","CENTRO EDUCACIONAL INFANTIL RAIO DE LUZ","0.4662","0.619","0.3168","0.4662","abaixo do limiar ou ambíguo"
"50035940","CENTRO EDUCACIONAL INFANTIL AURORA ANDRADE BERTOLEZ","Brasilândia","CENTRO EDUCACIONAL INFANTIL RAIO DE LUZ","0.5015","0.6667","0.3393","0.5015","abaixo do limiar ou ambíguo"
"50060848","CENTRO EDUCACIONAL INFANTIL PROFESSOR HENRIQUE MENDONCA QUINTINO","Brasilândia","CEI PROF HENRIQUE MENDONCA","0.5794","0.7037","0.5505","0.1109","abaixo do limiar ou ambíguo"
"50072838","ESCOLA MUNICIPAL RAIMUNDO PEDRO DE SOUZA","Brasilândia","ESCOLA MUNIPAL","0.4843","0.5217","0.6186","0.035","abaixo do limiar ou ambíguo"
"50015435","EM CANDIDO LEMES DOS SANTOS","Caarapó","ESCOLA ENSINO FUNDAMENTAL CANDIDO LEMES","0.5862","0.6154","0.7872","0.0081","abaixo do limiar ou ambíguo"
"50015460","EE PROFª CLEUZA APARECIDA VARGAS GALHARDO","Caarapó","ESCOLA ESTADUAL CLEUZA AP VARGAS GALHARD","0.6183","0.7308","0.6353","0.6183","abaixo do limiar ou ambíguo"
"50015559","CMEI PROFESSOR ARMANDO CAMPOS BELO","Caarapó","","","","","","sem candidato nominal"
"50021974","ESCOLA DE EDUCACAO ESPECIAL JULIO CESAR NOBRE","Caarapó","","","","","","sem candidato nominal"
"50024914","CMEI ARISTIDES MACIEL DA SILVA","Caarapó","ESCOLA DE ENSINO INFANTIL ARISTIDES MACI","0.561","0.6667","0.5679","0.1902","abaixo do limiar ou ambíguo"
"50028375","EM INDIGENA NANDEJARA - POLO","Caarapó","ESCOLA MUNICIPAL INDIGENA NANDEJARA POLO SAVERA","0.6209","0.7273","0.6538","0.1431","abaixo do limiar ou ambíguo"
"50030884","EE INDIGENA DE EM YVY POTY","Caarapó","ESCOLA ESTADUAL INDIGENA DE ENSINO MEDIO YVY POTY","0.588","0.7059","0.5783","0.588","abaixo do limiar ou ambíguo"
"50031384","CMEI FREI MATEUS","Caarapó","CMEI RITA TEREZA","0.3447","0.4615","0.2254","0.3447","abaixo do limiar ou ambíguo"
"50034324","CENTRO EDUCACIONAL E DE RECREACAO INFANTIL MUNDO ENCANTADO-ME","Caarapó","CENTRO EDUCACIONAL A CORUJINHA","0.5064","0.4615","0.8471","0.0032","abaixo do limiar ou ambíguo"
"50035614","COLEGIO INSPIRE SABER","Caarapó","","","","","","sem candidato nominal"
"50015567","EE PADRE JOSE DE ANCHIETA","Caarapó","","","","","","sem candidato nominal"
"50003070","CENTRO DE EDUCACAO ESPECIAL DE CAMAPUA - MS","Camapuã","CENTRO DE EDUCACAO INFANTIL PROF IRAIDES","0.3636","0.5","0.2062","0.3636","abaixo do limiar ou ambíguo"
"50003089","EE ABADIA FAUSTINO INACIO","Camapuã","","","","","","sem candidato nominal"
"50003119","ESCOLA MUNICIPAL CLAUDIO JOSE DE LIMA","Camapuã","ESCOLA MUNICIPAL DR SUDALYDIO RODRIGUES","0.3941","0.5231","0.2683","0.0199","abaixo do limiar ou ambíguo"
"50024388","CRECHE MENINO JESUS - ASSOCIACAO DE AMPARO AS CRIANCAS DE CAMAPUA","Camapuã","","","","","","sem candidato nominal"
"50031961","C EST DE EDUC PROFIS MARCIO ELIAS NERY","Camapuã","MARCIO ELIAS NERY","0.539","0.6829","0.4444","0.018","abaixo do limiar ou ambíguo"
"50035789","COLEGIO TRANSCENDER","Camapuã","FUTURAS INSTALACOES DO COLEGIO TRANSCEDER","0.5712","0.566","0.8471","0.5712","abaixo do limiar ou ambíguo"
"50005049","ATIVA IDADE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL","Campo Grande","ESCOLA ATIVA IDADE","0.5352","0.5","0.866","0.0172","abaixo do limiar ou ambíguo"
"50005103","CEINF - PARAISO DA CRIANCA E CE FENNIX","Campo Grande","PARAISO DA CRIANCA COLEGIO FENNIX","0.6325","0.8","0.525","0.269","abaixo do limiar ou ambíguo"
"50005111","C EST ATEND AO DEF DA AUDIOCOMUNICACAO","Campo Grande","","","","","","sem candidato nominal"
"50005120","COLEGIO IMPACTO CENTRO DE ENSINO LTDA - ME","Campo Grande","COLEGIO IMPACTO","0.4958","0.6667","0.3171","0.0186","abaixo do limiar ou ambíguo"
"50005154","CEDAE - C ESP NO DESENV E ACOMP ESCOLAR","Campo Grande","ARENA DE ESTUDO DESENVOLVIMENTO ESCOLAR E PESSOAL","0.366","0.4545","0.3238","0.0025","abaixo do limiar ou ambíguo"
"50005162","CEGRAN - CENTRO DE ENSINO CAMPOGRANDENSE","Campo Grande","CEGRAN CENTRO DE ENSINO","0.5701","0.7308","0.45","0.0682","abaixo do limiar ou ambíguo"
"50005189","CENTRO DE EDUCACAO ESPECIAL GIRASSOL","Campo Grande","CENTRO DE EDUCACAO","0.491","0.6522","0.3333","0.0109","abaixo do limiar ou ambíguo"
"50005200","COLEGIO TICTAC E INSTITUTO PENRABEL","Campo Grande","INSTITUTO PENRABEL ENSINO FUNDAMENTAL E MEDIO","0.5389","0.6296","0.5714","0.0046","abaixo do limiar ou ambíguo"
"50005286","CENTRO DESENV DO POTENCIAL HUMANO RAIO DE LUZ","Campo Grande","","","","","","sem candidato nominal"
"50005316","ESCOLA CARROSSEL NOVO ESTILO","Campo Grande","ESCOLA CARROSSEL","0.5948","0.7368","0.5306","0.1202","abaixo do limiar ou ambíguo"
"50005588","CEI- JOSE EDUARDO MARTINS JALLAD - ZEDU","Campo Grande","EM CELINA MARTINS JALLAD","0.3957","0.5333","0.25","0.3957","abaixo do limiar ou ambíguo"
"50005596","CEI - MARIA APARECIDA MORAES DAVILA - SANTA CASA","Campo Grande","LAR NOSSA SENHORA APARECIDA","0.3685","0.5263","0.1622","0.3685","abaixo do limiar ou ambíguo"
"50005626","COLEGIO ADVENTISTA CAMPO-GRANDENSE","Campo Grande","COLEGIO ADVENTISTA","0.498","0.6957","0.2564","0.0662","abaixo do limiar ou ambíguo"
"50005731","EE ARACY EUDOCIAK","Campo Grande","ESCOLA IRACY EDUCIACK","0.4811","0.5","0.6579","0.4811","abaixo do limiar ou ambíguo"
"50005740","EE ELVIRA MATHIAS DE OLIVEIRA","Campo Grande","ESCOLA ESTADUAL AMANDO DE OLIVEIRA","0.396","0.5455","0.2222","0.021","abaixo do limiar ou ambíguo"
