referencia_index,grupo_bibliografico,camada_id,camada,grupo_operacional,metodo_vinculacao,confianca,url_referencia
57,"Festividades, turismo e inventário cultural",pontos_interesse_itinerarios,Pontos de interesse para itinerários,eventos,regra_curada,alta,https://www.fundacaodecultura.ms.gov.br/com-apoio-do-grupo-tez-feijoada-de-jorge-celebra-fe-samba-e-ancestralidade-na-vila-carvalho
58,"Festividades, turismo e inventário cultural",festividades_inventario_2026,"Festas municipais, festividades e eventos até agosto de 2026",eventos,regra_curada,alta,https://turismo.maracaju.ms.gov.br/agenda/30-festa-da-linguica-de-maracaju/1098
58,"Festividades, turismo e inventário cultural",pontos_interesse_itinerarios,Pontos de interesse para itinerários,eventos,regra_curada,alta,https://turismo.maracaju.ms.gov.br/agenda/30-festa-da-linguica-de-maracaju/1098
59,"Festividades, turismo e inventário cultural",festividades_inventario_2026,"Festas municipais, festividades e eventos até agosto de 2026",eventos,regra_curada,alta,https://www.fundacaodecultura.ms.gov.br/festival-america-do-sul-2026-transforma-corumba-em-palco-da-integracao-latino-americana
59,"Festividades, turismo e inventário cultural",pontos_interesse_itinerarios,Pontos de interesse para itinerários,eventos,regra_curada,alta,https://www.fundacaodecultura.ms.gov.br/festival-america-do-sul-2026-transforma-corumba-em-palco-da-integracao-latino-americana
60,"Festividades, turismo e inventário cultural",festividades_inventario_2026,"Festas municipais, festividades e eventos até agosto de 2026",eventos,regra_curada,alta,https://www.turismo.ms.gov.br/iii-festival-de-inverno-de-turismo-rural-valoriza-experiencias-autenticas-na-regiao-turistica-campo-grande-dos-ipes
60,"Festividades, turismo e inventário cultural",pontos_interesse_itinerarios,Pontos de interesse para itinerários,eventos,regra_curada,alta,https://www.turismo.ms.gov.br/iii-festival-de-inverno-de-turismo-rural-valoriza-experiencias-autenticas-na-regiao-turistica-campo-grande-dos-ipes
61,"Festividades, turismo e inventário cultural",festividades_inventario_2026,"Festas municipais, festividades e eventos até agosto de 2026",eventos,regra_curada,alta,https://www.fundacaodecultura.ms.gov.br/wp-content/uploads/2026/05/RELACAO-BENS-MATERIAIS-E-IMATERIAIS-DO-ESTADO-DO-MATO-GROSSO-DO-SUL-atualizado.pdf
61,"Festividades, turismo e inventário cultural",pontos_interesse_itinerarios,Pontos de interesse para itinerários,eventos,regra_curada,alta,https://www.fundacaodecultura.ms.gov.br/wp-content/uploads/2026/05/RELACAO-BENS-MATERIAIS-E-IMATERIAIS-DO-ESTADO-DO-MATO-GROSSO-DO-SUL-atualizado.pdf
62,"Festividades, turismo e inventário cultural",festividades_inventario_2026,"Festas municipais, festividades e eventos até agosto de 2026",eventos,regra_curada,alta,https://www.fundacaodecultura.ms.gov.br/festival-de-inverno-de-bonito-2026-anuncia-grandes-shows-nacionais-e-reforca-valorizacao-da-cultura-sul-mato-grossense
62,"Festividades, turismo e inventário cultural",pontos_interesse_itinerarios,Pontos de interesse para itinerários,eventos,regra_curada,alta,https://www.fundacaodecultura.ms.gov.br/festival-de-inverno-de-bonito-2026-anuncia-grandes-shows-nacionais-e-reforca-valorizacao-da-cultura-sul-mato-grossense
63,"Festividades, turismo e inventário cultural",festividades_inventario_2026,"Festas municipais, festividades e eventos até agosto de 2026",eventos,regra_curada,alta,https://feiracentralcg.com.br/festival-do-soba
63,"Festividades, turismo e inventário cultural",pontos_interesse_itinerarios,Pontos de interesse para itinerários,eventos,regra_curada,alta,https://feiracentralcg.com.br/festival-do-soba
64,Cartografia de base e bibliotecas,campus_ensino_superior,"Referências cartográficas preliminares — Campus universitários, faculdades e institutos federais",educacao,componente_transversal,alta,https://www.openstreetmap.org/copyright
64,Cartografia de base e bibliotecas,patrimonio_estadual_estacoes_ferroviarias,Referências cartográficas preliminares — Patrimônio estadual e estações ferroviárias inventariadas,cultura,componente_transversal,alta,https://www.openstreetmap.org/copyright
64,Cartografia de base e bibliotecas,bibliotecas_arquivos,"Referências cartográficas preliminares — Bibliotecas públicas, comunitárias e arquivos",cultura,componente_transversal,alta,https://www.openstreetmap.org/copyright
64,Cartografia de base e bibliotecas,espacos_culturais,"Referências cartográficas preliminares — Centros culturais, teatros e outros espaços culturais",cultura,componente_transversal,alta,https://www.openstreetmap.org/copyright
64,Cartografia de base e bibliotecas,centros_visitantes_trilhas,"Referências cartográficas preliminares — Centros de visitantes, trilhas e acessos autorizados",ambiente,componente_transversal,alta,https://www.openstreetmap.org/copyright
64,Cartografia de base e bibliotecas,centros_atendimento_turista,Referências cartográficas preliminares — Centros de atendimento ao turista,turismo,componente_transversal,alta,https://www.openstreetmap.org/copyright
64,Cartografia de base e bibliotecas,turismo_rural_comunitario,"Referências cartográficas preliminares — Turismo rural, comunitário e propriedades de visitação",turismo,componente_transversal,alta,https://www.openstreetmap.org/copyright
64,Cartografia de base e bibliotecas,terminais_rodoviarios,Referências cartográficas preliminares — Estações e terminais rodoviários municipais,mobilidade,componente_transversal,alta,https://www.openstreetmap.org/copyright
64,Cartografia de base e bibliotecas,terminais_rodoviarios_fronteiras,"Referências cartográficas preliminares — Pontes, passagens e pontos de fronteira",mobilidade,componente_transversal,alta,https://www.openstreetmap.org/copyright
64,Cartografia de base e bibliotecas,artesanato_producao_tradicional,Referências cartográficas preliminares — Artesanato e produção tradicional,paisagem,componente_transversal,alta,https://www.openstreetmap.org/copyright
64,Cartografia de base e bibliotecas,gastronomia_mercados_feiras,"Referências cartográficas preliminares — Feiras, mercados, casas de artesanato e gastronomia tradicional",paisagem,componente_transversal,alta,https://www.openstreetmap.org/copyright
64,Cartografia de base e bibliotecas,unidades_saude,"Referências cartográficas preliminares — Hospitais, unidades de saúde e urgência",apoio,componente_transversal,alta,https://www.openstreetmap.org/copyright
64,Cartografia de base e bibliotecas,bombeiros_seguranca,"Referências cartográficas preliminares — Bombeiros, polícia e pontos de segurança",apoio,componente_transversal,alta,https://www.openstreetmap.org/copyright
64,Cartografia de base e bibliotecas,combustivel_oficinas_descanso,"Referências cartográficas preliminares — Combustível, oficinas e áreas de descanso",apoio,componente_transversal,alta,https://www.openstreetmap.org/copyright
64,Cartografia de base e bibliotecas,acessibilidade_servicos,"Referências cartográficas preliminares — Acessibilidade, banheiros, água e serviços ao visitante",apoio,componente_transversal,alta,https://www.openstreetmap.org/copyright
64,Cartografia de base e bibliotecas,acessibilidade_rodoviaria_estimada_rotas_base_externa,Acessibilidade rodoviária estimada das rotas com base externa,analise,componente_transversal,alta,https://www.openstreetmap.org/copyright
65,Cartografia de base e bibliotecas,dados_usuario,Dados importados pelo usuário,analise,componente_transversal,contextual,https://www.arcgis.com/home/item.html?id=10df2279f9684e4a9f6a7f08febac2a9
66,Cartografia de base e bibliotecas,indice_cenario_sessao,Cenário temporário calculado com camadas carregadas,analise,componente_transversal,contextual,https://leafletjs.com
66,Cartografia de base e bibliotecas,dados_usuario,Dados importados pelo usuário,analise,componente_transversal,contextual,https://leafletjs.com
67,Cartografia de base e bibliotecas,assentamentos_rurais_incra,Assentamentos rurais da reforma agrária,territorio,componente_transversal,alta,https://esri.github.io/esri-leaflet
67,Cartografia de base e bibliotecas,terras_indigenas_poligonos,Terras indígenas e fases administrativas,comunidades,componente_transversal,alta,https://esri.github.io/esri-leaflet
67,Cartografia de base e bibliotecas,territorios_quilombolas_poligonos,Territórios quilombolas delimitados e titulados,comunidades,componente_transversal,alta,https://esri.github.io/esri-leaflet
67,Cartografia de base e bibliotecas,sitios_arqueologicos_pontos,Sítios arqueológicos,patrimonio,componente_transversal,alta,https://esri.github.io/esri-leaflet
67,Cartografia de base e bibliotecas,sitios_arqueologicos_poligonos,Delimitações arqueológicas,patrimonio,componente_transversal,alta,https://esri.github.io/esri-leaflet
67,Cartografia de base e bibliotecas,unidades_conservacao,Unidades de conservação — CNUC,ambiente,componente_transversal,alta,https://esri.github.io/esri-leaflet
67,Cartografia de base e bibliotecas,cavernas_canie,Cavidades naturais subterrâneas — CANIE/CECAV,ambiente,componente_transversal,alta,https://esri.github.io/esri-leaflet
68,Cartografia de base e bibliotecas,dados_usuario,Dados importados pelo usuário,analise,componente_transversal,alta,https://stuk.github.io/jszip
69,Cartografia de base e bibliotecas,indice_cenario_sessao,Cenário temporário calculado com camadas carregadas,analise,componente_transversal,alta,https://www.papaparse.com
69,Cartografia de base e bibliotecas,dados_usuario,Dados importados pelo usuário,analise,componente_transversal,alta,https://www.papaparse.com
70,Cartografia de base e bibliotecas,dados_usuario,Dados importados pelo usuário,analise,componente_transversal,alta,https://github.com/calvinmetcalf/shapefile-js
71,Cartografia de base e bibliotecas,dados_usuario,Dados importados pelo usuário,analise,componente_transversal,contextual,https://developers.google.com/maps/documentation/urls/get-started?hl=pt-BR
72,Cartografia de base e bibliotecas,dados_usuario,Dados importados pelo usuário,analise,componente_transversal,contextual,https://earth.google.com/web
73,Cartografia de base e bibliotecas,dados_usuario,Dados importados pelo usuário,analise,componente_transversal,contextual,https://services.arcgisonline.com/ArcGIS/rest/services
74,Cartografia de base e bibliotecas,dados_usuario,Dados importados pelo usuário,analise,componente_transversal,contextual,https://developers.google.com/maps/documentation/javascript/overview
75,Patrimônio material e equipamentos culturais,patrimonio_material_tombado,Bens materiais tombados pelo IPHAN — base oficial,cultura,url_exata,alta,https://www.gov.br/iphan/pt-br/patrimonio-cultural/patrimonio-material/bens-tombados
76,Patrimônio material e equipamentos culturais,patrimonio_material_tombado,Bens materiais tombados pelo IPHAN — base oficial,cultura,regra_curada,alta,https://portal.iphan.gov.br/pagina/detalhes/626
77,Patrimônio material e equipamentos culturais,museus_pontos_memoria,Museus e pontos de memória — MuseusBr/IBRAM,cultura,url_exata,alta,https://cadastro.museus.gov.br
78,Patrimônio material e equipamentos culturais,espacos_culturais,"Referências cartográficas preliminares — Centros culturais, teatros e outros espaços culturais",cultura,url_exata,alta,https://dados.cultura.gov.br/dataset/mapa-da-cultura
78,Patrimônio material e equipamentos culturais,artesanato_producao_tradicional,Referências cartográficas preliminares — Artesanato e produção tradicional,paisagem,regra_curada,alta,https://dados.cultura.gov.br/dataset/mapa-da-cultura
79,Natureza protegida e cavernas,unidades_conservacao,Unidades de conservação — CNUC,ambiente,regra_curada,alta,https://www.gov.br/icmbio/pt-br/dados-icmbio/dados_geoespaciais
79,Natureza protegida e cavernas,parque_nacional_serra_bodoquena,Parque Nacional da Serra da Bodoquena,ambiente,regra_curada,alta,https://www.gov.br/icmbio/pt-br/dados-icmbio/dados_geoespaciais
79,Natureza protegida e cavernas,cavernas_canie,Cavidades naturais subterrâneas — CANIE/CECAV,ambiente,regra_curada,alta,https://www.gov.br/icmbio/pt-br/dados-icmbio/dados_geoespaciais
80,Natureza protegida e cavernas,unidades_conservacao,Unidades de conservação — CNUC,ambiente,regra_curada,alta,https://pamgia.ibama.gov.br/server/rest/services/BasesSincronizadas/lim_unidades_conserva%C3%A7%C3%A3o_mma_a/FeatureServer/0
80,Natureza protegida e cavernas,parque_nacional_serra_bodoquena,Parque Nacional da Serra da Bodoquena,ambiente,url_exata,alta,https://pamgia.ibama.gov.br/server/rest/services/BasesSincronizadas/lim_unidades_conserva%C3%A7%C3%A3o_mma_a/FeatureServer/0
81,Natureza protegida e cavernas,cavernas_canie,Cavidades naturais subterrâneas — CANIE/CECAV,ambiente,url_exata,alta,https://www.gov.br/icmbio/pt-br/assuntos/centros-de-pesquisa/cavernas/cadastro-nacional-de-informacoes-espeleologicas/canie
82,Turismo e economia cultural,cadastur_hospedagem,Cadastur oficial — meios de hospedagem por município,turismo,regra_curada,alta,https://dados.turismo.gov.br/dataset/?tags=Cadastur
82,Turismo e economia cultural,cadastur_agencias_guias,"Cadastur oficial — agências, guias e transportadoras por município",turismo,regra_curada,alta,https://dados.turismo.gov.br/dataset/?tags=Cadastur
83,Turismo e economia cultural,cadastur_hospedagem,Cadastur oficial — meios de hospedagem por município,turismo,regra_curada,alta,https://www.gov.br/conecta/catalogo/apis/cadastur-cadastro-de-prestadores-de-servicos-turisticos/swagger.json/swagger_view
83,Turismo e economia cultural,cadastur_agencias_guias,"Cadastur oficial — agências, guias e transportadoras por município",turismo,regra_curada,alta,https://www.gov.br/conecta/catalogo/apis/cadastur-cadastro-de-prestadores-de-servicos-turisticos/swagger.json/swagger_view
84,Turismo e economia cultural,centros_atendimento_turista,Referências cartográficas preliminares — Centros de atendimento ao turista,turismo,regra_curada,alta,https://www.turismo.ms.gov.br/tourist-information
85,Mobilidade multimodal,ferrovias_operacao,Ferrovias concedidas em operação,mobilidade,regra_curada,alta,https://geo.infrasa.gov.br/server/rest/services/Ferrovias_Concedidas_em_opera%C3%A7%C3%A3o/FeatureServer
86,Mobilidade multimodal,terminais_ferroviarios,Terminais e pátios ferroviários,mobilidade,regra_curada,alta,https://geo.infrasa.gov.br/server/rest/services/Terminais_Portu%C3%A1rias/FeatureServer
86,Mobilidade multimodal,instalacoes_portuarias,"Portos, terminais e instalações portuárias",mobilidade,regra_curada,alta,https://geo.infrasa.gov.br/server/rest/services/Terminais_Portu%C3%A1rias/FeatureServer
87,Mobilidade multimodal,aeroportos_aerodromos,Aeroportos e aeródromos,mobilidade,regra_curada,alta,https://geo.infrasa.gov.br/server/rest/services/Aeroportos/FeatureServer
88,Mobilidade multimodal,condicao_pavimento,"Condição do pavimento, obras e interrupções",mobilidade,url_exata,alta,https://www.gov.br/dnit/pt-br/acesso-a-informacao/dados-abertos/conjuntos-de-dados
89,Mobilidade multimodal,ferrovias_operacao,Ferrovias concedidas em operação,mobilidade,regra_curada,alta,https://geoportal.infrasa.gov.br/ontl
89,Mobilidade multimodal,terminais_ferroviarios,Terminais e pátios ferroviários,mobilidade,regra_curada,alta,https://geoportal.infrasa.gov.br/ontl
89,Mobilidade multimodal,instalacoes_portuarias,"Portos, terminais e instalações portuárias",mobilidade,regra_curada,alta,https://geoportal.infrasa.gov.br/ontl
89,Mobilidade multimodal,aeroportos_aerodromos,Aeroportos e aeródromos,mobilidade,regra_curada,alta,https://geoportal.infrasa.gov.br/ontl
89,Mobilidade multimodal,terminais_rodoviarios_fronteiras,"Referências cartográficas preliminares — Pontes, passagens e pontos de fronteira",mobilidade,url_exata,alta,https://geoportal.infrasa.gov.br/ontl
89,Mobilidade multimodal,concessoes_rodoviarias,Concessões rodoviárias e operação,mobilidade,regra_curada,alta,https://geoportal.infrasa.gov.br/ontl
90,Paisagem e produção tradicional,uso_cobertura_solo,MapBiomas 10.1 — cobertura e uso da terra por município,paisagem,regra_curada,alta,https://brasil.mapbiomas.org/colecoes-mapbiomas
90,Paisagem e produção tradicional,mapa_mudancas_uso_solo,MapBiomas 10.1 — desmatamento e vegetação secundária,paisagem,regra_curada,alta,https://brasil.mapbiomas.org/colecoes-mapbiomas
91,Paisagem e produção tradicional,uso_cobertura_solo,MapBiomas 10.1 — cobertura e uso da terra por município,paisagem,regra_curada,alta,https://brasil.mapbiomas.org/downloads
91,Paisagem e produção tradicional,mapa_mudancas_uso_solo,MapBiomas 10.1 — desmatamento e vegetação secundária,paisagem,regra_curada,alta,https://brasil.mapbiomas.org/downloads
92,"Apoio, segurança e saúde",unidades_saude,"Referências cartográficas preliminares — Hospitais, unidades de saúde e urgência",apoio,url_exata,alta,https://datasus.saude.gov.br/cnes-estabelecimentos
93,"Apoio, segurança e saúde",bombeiros_seguranca,"Referências cartográficas preliminares — Bombeiros, polícia e pontos de segurança",apoio,regra_curada,alta,https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/5e7ddd6a7dc5185f04258b3300417537
94,"Apoio, segurança e saúde",bombeiros_seguranca,"Referências cartográficas preliminares — Bombeiros, polícia e pontos de segurança",apoio,regra_curada,alta,https://www.pc.ms.gov.br
95,Metodologia analítica do projeto,indice_exploratorio_disponibilidade_territorial,Índice exploratório de disponibilidade territorial e documental,analise,regra_curada,alta,
96,Educação superior e pesquisa,campus_ensino_superior,"Referências cartográficas preliminares — Campus universitários, faculdades e institutos federais",educacao,url_exata,alta,https://emec.mec.gov.br
97,Educação superior e pesquisa,campus_ensino_superior,"Referências cartográficas preliminares — Campus universitários, faculdades e institutos federais",educacao,regra_curada,alta,https://www.ufms.br/universidade/campus-ufms
98,Educação superior e pesquisa,campus_ensino_superior,"Referências cartográficas preliminares — Campus universitários, faculdades e institutos federais",educacao,regra_curada,alta,https://www.uems.br/cidades
99,Educação superior e pesquisa,campus_ensino_superior,"Referências cartográficas preliminares — Campus universitários, faculdades e institutos federais",educacao,regra_curada,alta,https://www.ufgd.edu.br
100,Educação superior e pesquisa,campus_ensino_superior,"Referências cartográficas preliminares — Campus universitários, faculdades e institutos federais",educacao,regra_curada,alta,https://www.ifms.edu.br/campi
101,Museus e memória,museus_pontos_memoria,Museus e pontos de memória — MuseusBr/IBRAM,cultura,regra_curada,alta,https://cadastro.museus.gov.br/uf-endereco/ms
102,Museus e memória,museus_pontos_memoria,Museus e pontos de memória — MuseusBr/IBRAM,cultura,regra_curada,alta,https://www.gov.br/museus/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/cadastro-nacional-de-museus
103,Museus e memória,museus_pontos_memoria,Museus e pontos de memória — MuseusBr/IBRAM,cultura,regra_curada,alta,https://cadastro.museus.gov.br/manual-de-uso-da-plataforma-museusbr
104,Bibliotecas e arquivos,bibliotecas_arquivos,"Referências cartográficas preliminares — Bibliotecas públicas, comunitárias e arquivos",cultura,url_exata,alta,https://www.gov.br/cultura/pt-br/assuntos/sistema-nacional-de-bibliotecas-publicas-snbp/pnld-bibliotecas/pnld-mato-grosso-do-sul
105,Bibliotecas e arquivos,bibliotecas_arquivos,"Referências cartográficas preliminares — Bibliotecas públicas, comunitárias e arquivos",cultura,regra_curada,alta,https://www.gov.br/cultura/pt-br/assuntos/sistema-nacional-de-bibliotecas-publicas-snbp/teste01/sistemas-estaduais-1/sistema-estadual-de-bibliotecas-de-mato-grosso-do-sul
106,Mobilidade rodoviária,terminais_rodoviarios,Referências cartográficas preliminares — Estações e terminais rodoviários municipais,mobilidade,url_exata,alta,https://www.agems.ms.gov.br/informativo/transporte-rodoviario-intermunicipal
107,Turismo e atendimento,centros_atendimento_turista,Referências cartográficas preliminares — Centros de atendimento ao turista,turismo,url_exata,alta,https://www.turismo.ms.gov.br/informacoes-turisticas
108,Conectividade,cobertura_telefonia_movel,"Cobertura de telefonia móvel 2G, 3G, 4G e 5G",apoio,url_exata,alta,https://dados.gov.br/dados/conjuntos-dados/cobertura_movel
109,Cartografia colaborativa,campus_ensino_superior,"Referências cartográficas preliminares — Campus universitários, faculdades e institutos federais",educacao,componente_transversal,alta,https://www.openstreetmap.org
109,Cartografia colaborativa,patrimonio_estadual_estacoes_ferroviarias,Referências cartográficas preliminares — Patrimônio estadual e estações ferroviárias inventariadas,cultura,componente_transversal,alta,https://www.openstreetmap.org
109,Cartografia colaborativa,bibliotecas_arquivos,"Referências cartográficas preliminares — Bibliotecas públicas, comunitárias e arquivos",cultura,componente_transversal,alta,https://www.openstreetmap.org
109,Cartografia colaborativa,espacos_culturais,"Referências cartográficas preliminares — Centros culturais, teatros e outros espaços culturais",cultura,componente_transversal,alta,https://www.openstreetmap.org
109,Cartografia colaborativa,centros_visitantes_trilhas,"Referências cartográficas preliminares — Centros de visitantes, trilhas e acessos autorizados",ambiente,componente_transversal,alta,https://www.openstreetmap.org
109,Cartografia colaborativa,centros_atendimento_turista,Referências cartográficas preliminares — Centros de atendimento ao turista,turismo,componente_transversal,alta,https://www.openstreetmap.org
109,Cartografia colaborativa,turismo_rural_comunitario,"Referências cartográficas preliminares — Turismo rural, comunitário e propriedades de visitação",turismo,componente_transversal,alta,https://www.openstreetmap.org
109,Cartografia colaborativa,terminais_rodoviarios,Referências cartográficas preliminares — Estações e terminais rodoviários municipais,mobilidade,componente_transversal,alta,https://www.openstreetmap.org
109,Cartografia colaborativa,terminais_rodoviarios_fronteiras,"Referências cartográficas preliminares — Pontes, passagens e pontos de fronteira",mobilidade,componente_transversal,alta,https://www.openstreetmap.org
109,Cartografia colaborativa,artesanato_producao_tradicional,Referências cartográficas preliminares — Artesanato e produção tradicional,paisagem,componente_transversal,alta,https://www.openstreetmap.org
109,Cartografia colaborativa,gastronomia_mercados_feiras,"Referências cartográficas preliminares — Feiras, mercados, casas de artesanato e gastronomia tradicional",paisagem,componente_transversal,alta,https://www.openstreetmap.org
109,Cartografia colaborativa,unidades_saude,"Referências cartográficas preliminares — Hospitais, unidades de saúde e urgência",apoio,componente_transversal,alta,https://www.openstreetmap.org
109,Cartografia colaborativa,bombeiros_seguranca,"Referências cartográficas preliminares — Bombeiros, polícia e pontos de segurança",apoio,componente_transversal,alta,https://www.openstreetmap.org
109,Cartografia colaborativa,combustivel_oficinas_descanso,"Referências cartográficas preliminares — Combustível, oficinas e áreas de descanso",apoio,componente_transversal,alta,https://www.openstreetmap.org
109,Cartografia colaborativa,acessibilidade_servicos,"Referências cartográficas preliminares — Acessibilidade, banheiros, água e serviços ao visitante",apoio,componente_transversal,alta,https://www.openstreetmap.org
109,Cartografia colaborativa,acessibilidade_rodoviaria_estimada_rotas_base_externa,Acessibilidade rodoviária estimada das rotas com base externa,analise,componente_transversal,alta,https://www.openstreetmap.org
110,Terras indígenas,terras_indigenas_poligonos,Terras indígenas e fases administrativas,comunidades,url_exata,alta,https://www.gov.br/funai/pt-br/atuacao/terras-indigenas/geoprocessamento-e-mapas
111,Terras indígenas,terras_indigenas_poligonos,Terras indígenas e fases administrativas,comunidades,url_exata,alta,https://pamgia.ibama.gov.br/server/rest/services/01_Publicacoes_Bases/lim_terra_indigena_a/FeatureServer/12
112,Territórios quilombolas,territorios_quilombolas_poligonos,Territórios quilombolas delimitados e titulados,comunidades,regra_curada,alta,https://www.gov.br/incra/pt-br/assuntos/governanca-fundiaria/quilombolas
113,Territórios quilombolas,territorios_quilombolas_poligonos,Territórios quilombolas delimitados e titulados,comunidades,url_exata,alta,https://pamgia.ibama.gov.br/server/rest/services/BasesSincronizadas/lim_quilombos_incra_a/FeatureServer/0
114,Assentamentos rurais,assentamentos_rurais_incra,Assentamentos rurais da reforma agrária,territorio,regra_curada,alta,https://www.gov.br/incra/pt-br/assuntos/reforma-agraria/assentamentos-relacao-de-projetos
115,Assentamentos rurais,assentamentos_rurais_incra,Assentamentos rurais da reforma agrária,territorio,url_exata,alta,https://pamgia.ibama.gov.br/server/rest/services/01_Publicacoes_Bases/assentamentos_incra/FeatureServer/1
116,Barragens,barragens_snisb,Barragens cadastradas no SNISB — consulta oficial,ambiente,regra_curada,alta,https://www.snisb.gov.br
117,Vulnerabilidade territorial,vulnerabilidade_territorial_censo_2022,Vulnerabilidade territorial e indicadores do Censo 2022,analise,url_exata,alta,https://censo2022.ibge.gov.br/panorama
118,Regionalização turística,regioes_municipios_turisticos,Regiões e municípios do Mapa do Turismo Brasileiro,turismo,url_exata,alta,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/mapa-do-turismo-brasileiro/mapa-do-turismo-brasileiro
119,Patrimônio estadual e ferroviário,patrimonio_estadual_estacoes_ferroviarias,Referências cartográficas preliminares — Patrimônio estadual e estações ferroviárias inventariadas,cultura,url_exata,alta,https://www.fundacaodecultura.ms.gov.br/informativos/guias-e-manuais
120,Geologia,mapa_geologico_ms,Mapa geológico de Mato Grosso do Sul 1:1.000.000,geodiversidade,url_exata,alta,https://geoportal.sgb.gov.br/server/rest/services/geologia/litoestratigrafia_estados/MapServer/7
120,Geologia,inventario_geocientifico_fase3,Inventário geocientífico consolidado da Fase 3,geodiversidade,regra_curada,alta,https://geoportal.sgb.gov.br/server/rest/services/geologia/litoestratigrafia_estados/MapServer/7
121,Geologia,mapa_geologico_ms,Mapa geológico de Mato Grosso do Sul 1:1.000.000,geodiversidade,url_exata,alta,https://geoportal.sgb.gov.br/server/rest/services/geologia/litoestratigrafia_estados/MapServer
121,Geologia,inventario_geocientifico_fase3,Inventário geocientífico consolidado da Fase 3,geodiversidade,regra_curada,alta,https://geoportal.sgb.gov.br/server/rest/services/geologia/litoestratigrafia_estados/MapServer
122,Hidrogeologia,mapa_hidrogeologico_ms,Mapa hidrogeológico de Mato Grosso do Sul,geodiversidade,url_exata,alta,https://rigeo.sgb.gov.br/handle/doc/25365
122,Hidrogeologia,inventario_geocientifico_fase3,Inventário geocientífico consolidado da Fase 3,geodiversidade,regra_curada,alta,https://rigeo.sgb.gov.br/handle/doc/25365
123,Hidrogeologia,mapa_hidrogeologico_ms,Mapa hidrogeológico de Mato Grosso do Sul,geodiversidade,url_exata,alta,https://geoportal.sgb.gov.br/server/rest/services/hidrologia/Mapa_Hidrogeologico_Atlas_Brasil/MapServer/1
123,Hidrogeologia,inventario_geocientifico_fase3,Inventário geocientífico consolidado da Fase 3,geodiversidade,regra_curada,alta,https://geoportal.sgb.gov.br/server/rest/services/hidrologia/Mapa_Hidrogeologico_Atlas_Brasil/MapServer/1
124,Hidrogeologia,mapa_hidrogeologico_ms,Mapa hidrogeológico de Mato Grosso do Sul,geodiversidade,regra_curada,alta,https://www.sgb.gov.br/mapas-para-download
124,Hidrogeologia,inventario_geocientifico_fase3,Inventário geocientífico consolidado da Fase 3,geodiversidade,regra_curada,alta,https://www.sgb.gov.br/mapas-para-download
125,Hidrogeologia,sistema_aquifero_guarani_ana,Sistema Aquífero Guarani,geodiversidade,url_exata,alta,https://metadados.snirh.gov.br/geonetwork/geonetwork/api/records/3ec60e4f-85ea-4ba7-a90c-734b57594f90
126,Geomorfologia,mapa_geomorfologico_ibge,Mapa geomorfológico do estado,geodiversidade,url_exata,alta,https://bdiaweb.ibge.gov.br
126,Geomorfologia,inventario_geocientifico_fase3,Inventário geocientífico consolidado da Fase 3,geodiversidade,regra_curada,alta,https://bdiaweb.ibge.gov.br
127,Geomorfologia,mapa_geomorfologico_ibge,Mapa geomorfológico do estado,geodiversidade,url_exata,alta,https://www.ibge.gov.br/geociencias/informacoes-ambientais/geomorfologia/10870-geomorfologia.html
127,Geomorfologia,inventario_geocientifico_fase3,Inventário geocientífico consolidado da Fase 3,geodiversidade,regra_curada,alta,https://www.ibge.gov.br/geociencias/informacoes-ambientais/geomorfologia/10870-geomorfologia.html
128,Altimetria,mapa_altimetria_ms,Mapa de altimetria e hipsometria,geodiversidade,url_exata,alta,https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer/5
128,Altimetria,inventario_geocientifico_fase3,Inventário geocientífico consolidado da Fase 3,geodiversidade,regra_curada,alta,https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer/5
129,Geomorfometria,mapa_declividade_topodata,Mapa de declividade e formas do terreno,geodiversidade,url_exata,alta,https://data.inpe.br/dados/topodata
129,Geomorfometria,inventario_geocientifico_fase3,Inventário geocientífico consolidado da Fase 3,geodiversidade,regra_curada,alta,https://data.inpe.br/dados/topodata
130,Solos,mapa_solos_ms,Mapa de solos de Mato Grosso do Sul 1:250.000,paisagem,url_exata,alta,https://www.pinms.ms.gov.br/arcgis/rest/services/IMASUL/SiriemaGeo_Sisla/MapServer/42
131,Zoneamento Agroecológico,mapa_fragilidade_ambiental_zae,Mapa de fragilidade ambiental,paisagem,url_exata,alta,https://www.semadesc.ms.gov.br/programas-e-projetos/zae-ms
131,Zoneamento Agroecológico,mapa_macrozoneamento_zae,Macrozoneamento de solos e apoio ao ZAE,paisagem,url_exata,alta,https://www.semadesc.ms.gov.br/programas-e-projetos/zae-ms
131,Zoneamento Agroecológico,mapa_zoneamento_agroecologico_ms,Zoneamento Agroecológico de Mato Grosso do Sul,paisagem,url_exata,alta,https://www.semadesc.ms.gov.br/programas-e-projetos/zae-ms
